amount,transactions_last_24h,country_risk,hour,account_age_days,is_fraud
385.403150538932,5,0.16338573305497492,12,230,0
518.5181857051241,5,0.20595534592708878,15,3276,0
1111.197627080833,1,0.33174447413868563,14,2649,0
1455.5545769155601,3,0.08179470015806942,17,2518,0
586.9830558863729,3,0.1879763641860129,18,2736,0
1184.3677693903883,2,0.42282017773631125,23,196,0
2014.1237851722244,8,0.027026022109937865,20,2691,0
7796.668638081626,5,0.1962172131337775,3,669,0
966.5718348020364,4,0.09638709032960535,5,401,0
1052.267548528793,3,0.14420569016109355,0,41,0
5051.559800575332,3,0.2287763847067093,1,90,0
633.2302763555107,3,0.09561289187238997,0,3614,0
291.6769829673654,4,0.1614915735793648,5,2623,0
1408.4554756842083,3,0.08142088249721088,4,1707,0
3216.9050929798623,7,0.11262905181544729,19,674,0
1573.483350405022,3,0.09055034720507607,15,2254,0
995.2404263106558,5,0.1903280861999267,13,1980,0
826.2665357517287,2,0.8435617750098003,4,117,1
1034.4557838763262,1,0.17158195868514745,15,1519,0
3763.6892028321727,6,0.028299631375235453,23,219,0
319.2207655563543,3,0.20183582541144543,18,1725,0
858.5567880982497,3,0.20533915932545713,1,492,0
744.3529130332496,5,0.2539234671644679,4,2538,0
545.8233722502487,0,0.49447101983384534,0,2839,0
1405.1832559154898,1,0.1053362698328339,16,3267,0
1708.3875326355003,1,0.06355203995448643,23,892,0
1690.5799332019233,2,0.2243003570517187,3,2134,0
412.8937254098657,1,0.16374815771040524,22,1124,0
211.45586607394358,1,0.02072402601603006,13,2690,0
1425.6575666253573,3,0.12654922854344955,12,3334,0
661.2162608075477,3,0.16737396240030863,3,3590,0
6893.349461908439,5,0.1627774525827323,0,3481,0
7219.274167491412,1,0.21401048772184444,5,1465,0
8027.99265020729,3,0.42847866421776937,12,2414,0
428.32793221429927,3,0.11111517922756711,14,2545,0
1937.9172381039136,0,0.3404454555645454,2,3084,0
2620.060052388628,5,0.18548797813285467,22,2131,0
2341.0486138359806,0,0.22296120119431015,4,254,0
769.3931258171349,2,0.01839801958085631,9,211,0
3940.9019718800296,2,0.0415383842062892,9,1078,0
1097.1541679542047,4,0.2383826284745731,15,688,0
1246.5139882663702,4,0.20879546645075386,20,1048,0
235.6073264364545,1,0.16436525186028475,20,1689,0
2089.677380346443,2,0.25296946234146445,21,1752,0
845.2126786746369,0,0.1283528671175985,7,1458,0
1745.469516078204,5,0.377224142643844,12,3154,0
1387.298624795077,2,0.08355833058924071,20,219,0
1314.1384734875237,5,0.11466843202199402,15,1350,0
1047.6307107391267,7,0.08843585762850921,16,2994,0
2408.1154139478067,3,0.4531211294682495,11,3223,0
2544.518053597952,2,0.2946211142348935,5,392,1
255.90405281796077,2,0.3218281311954755,2,2319,0
1937.1161130070036,2,0.2876794994431421,11,1090,0
488.3314983292042,3,0.13626136175122988,17,3389,0
291.7035822275642,2,0.16528264857493014,19,1917,0
394.554257568762,3,0.0632616779247939,21,1243,0
1455.831333044193,2,0.04110989539678211,11,98,0
995.7350388127095,4,0.19452482166979576,22,2679,0
412.53962000359866,7,0.8426518413563879,16,799,1
747.2083462950455,4,0.4486255032262532,19,3017,0
3530.628660890146,2,0.04054735576707362,6,2613,0
698.3387701438111,6,0.19078699765092758,4,2230,0
929.3853434046376,5,0.07165738164153972,6,1401,0
3111.908359263169,7,0.13367302247462165,4,146,0
2429.617844197121,4,0.18561899773116497,18,2182,0
3046.5073663336807,3,0.21493800985120254,15,802,0
68.5419790182491,6,0.09431462683010094,10,1748,0
6207.559102260004,3,0.23964748329929175,5,1184,0
2072.2711017386187,2,0.20929942685352015,16,2242,0
12854.849524417781,3,0.16238460274558467,11,3356,0
501.5352876960373,3,0.09875837033923078,23,2657,0
188.02019821091724,3,0.11142528338926683,7,1369,0
1104.5777969436353,2,0.15533782855195902,23,77,0
832.6618940227156,2,0.14897351823465257,12,1494,0
2108.3564380254666,4,0.16308267208897723,11,2787,0
3212.8971389632406,4,0.18553290782966325,18,3589,0
1004.9628504870907,1,0.10186751684178766,13,3178,0
862.0316217773225,1,0.20842780649356504,0,893,0
1849.5910128858466,2,0.16122059966204957,7,2697,0
848.6707774976664,3,0.16792190723241474,2,159,0
780.5649084136264,1,0.10494472119055306,14,1384,0
3093.736735136886,4,0.10496198300869149,15,2969,0
14116.827027362862,4,0.7874313394101112,20,987,1
3242.06659644574,7,0.3829279854040324,19,564,0
926.8301165923357,4,0.07736091360622067,3,3363,0
129.05143066683732,2,0.08821007917546793,11,812,0
945.575667146029,1,0.42873235238792873,1,1378,0
513.8955256590764,4,0.13211621158462214,12,420,0
963.213394771189,4,0.266406079320635,10,2286,0
560.544765991273,2,0.1421955873727968,13,1511,0
1074.1233768920245,1,0.29189295691133643,12,3252,0
387.8909993979271,5,0.14831720298187714,23,1949,0
304.686251420439,2,0.1916411474883825,0,629,0
3724.5133670852524,5,0.1777390298248919,16,2648,0
415.85738902053987,2,0.46425508598675613,8,580,0
1096.9968899887006,6,0.3576404336236394,19,1023,0
2848.4060799016643,1,0.16306537831616905,3,70,0
2736.141858402262,1,0.0790205869495553,23,2226,0
2428.0608288048775,5,0.5062261544273883,23,3549,0
1484.5493163511142,4,0.034317831709402044,21,635,0
2261.9969505111494,2,0.24707020911152167,14,2428,0
4328.98391850558,2,0.14834885680337215,16,2526,0
1677.437472603704,5,0.16680843880183716,15,3130,0
174.65238956594098,1,0.0931397426441058,14,28,0
1952.01002766006,4,0.44877469695005756,0,672,1
2200.346378491376,2,0.2137349985600846,5,2559,0
585.7564367851179,2,0.2817938486621754,1,2737,0
5541.9745846442365,6,0.36399395385597516,5,2934,0
1029.4913989399429,2,0.12267346123659688,8,2725,0
1194.2202863421267,4,0.5373515872028961,20,3301,0
3377.0039798514445,1,0.2860073152939541,3,391,0
913.3782631104702,4,0.1397443941337031,7,2783,0
1308.0294351852426,2,0.24185518422763125,2,451,0
5508.546823598104,9,0.5106242371721772,7,928,1
251.57203856380613,0,0.20573885890199883,7,708,0
824.4379138704592,5,0.43089134706447546,15,3612,0
2512.8008723304397,1,0.057480329871157435,22,416,0
1170.9845250385038,3,0.1365372891915159,22,1814,0
4756.8159820835435,2,0.34517553499789794,22,596,0
226.80183027419633,1,0.08361675083719322,3,3269,0
202.34987064416,2,0.10161404349899458,13,2968,0
2367.7289283417235,3,0.15118386287279068,9,1744,0
2606.613673832388,2,0.056681957411936996,11,1814,0
903.9282548766381,2,0.35805975160457254,11,466,0
1636.6297895864811,5,0.10156438959424119,8,629,0
2310.471690358803,3,0.2036890833226031,14,195,0
485.9650919941428,2,0.03938793561167193,23,3346,0
540.8552186188973,3,0.2187315603104054,9,509,0
1325.7401406743984,1,0.08493709679574152,5,1679,0
2708.3339870272844,2,0.4913270383773535,5,2639,0
341.7375598558958,4,0.11641495432926349,7,3395,0
899.6918970161137,5,0.31531238770849934,16,1624,0
858.9952293946588,4,0.11525867710633961,15,522,0
1665.6306592846138,3,0.28337144024429767,5,913,0
1087.1356039572802,5,0.2006823198023745,17,83,0
635.3121266742683,0,0.05071049611603251,3,541,0
3822.140101636137,1,0.09937869690164317,0,3158,0
639.5357473609831,3,0.08238639700605495,4,1036,0
818.8522273427236,1,0.11796825607653785,5,1100,0
223.2969196500577,4,0.16005532773057798,21,1840,0
537.2019653524932,7,0.21587358250014774,3,1979,0
1837.343534812628,6,0.2956289462412404,16,3168,0
1511.1133203072072,3,0.4047700833875139,2,1341,0
1997.230979686855,6,0.2005844536548764,18,3379,0
1902.610721510955,7,0.015382820159914212,18,3461,0
8845.941420804395,5,0.1555464113764505,6,1493,0
519.123167804586,4,0.35737036938533256,15,199,0
217.14737197635097,3,0.07048821861427253,11,1628,0
383.5411836381412,0,0.1557350956304709,16,1264,0
542.5868496751417,3,0.1313833951935405,18,337,0
413.9201427798123,4,0.21998934414965546,5,2000,0
1204.3085305428442,3,0.2746893876879002,11,2289,0
3837.8013080045116,4,0.2339408323098614,23,3600,0
5113.600699734917,3,0.42611060467752343,6,2030,0
1815.8491741803045,4,0.11186388954397776,22,341,0
9332.630699453899,2,0.23023975196361504,14,37,0
767.8749876752146,4,0.04991358628734623,10,81,0
214.3223002577287,2,0.11718072749751794,17,1924,0
3143.7702270786963,2,0.033694165569914204,3,2825,0
174.40943473293663,2,0.11858083482610386,8,2487,0
515.4276669413887,4,0.045880531731183755,5,1096,0
1844.774325927337,0,0.5202661999693164,1,1617,0
989.9144447513895,7,0.2265168468332107,12,1338,0
906.0071855919713,8,0.19786910902449895,8,281,0
336.705939781457,3,0.057578062825507044,17,3000,0
1084.8506541617987,4,0.3102662316875142,18,1088,0
2991.8957295500663,1,0.24010937259473022,1,1378,0
1118.7507237721386,3,0.3625760655447655,14,2499,0
478.07810578125174,2,0.2164757056429906,20,2480,0
314.9650056257299,1,0.11128937381527103,3,2335,0
488.04392743829266,4,0.20971939210377716,5,857,0
1623.4905202024881,3,0.10241756595090648,10,1243,0
1546.2721713011729,7,0.13046442395994212,20,2629,0
492.49923110575287,2,0.3026642937561494,14,1041,0
120.21004384080891,2,0.21350544016837558,13,2361,0
1669.0548108772311,4,0.15602734473522464,16,1444,0
446.88111667759944,4,0.1576619727848173,12,2305,0
4189.392883130664,10,0.658058252121397,15,996,1
514.8576001531179,3,0.3019035517081997,4,2652,0
408.33974912502066,4,0.126716109452703,8,2553,0
1278.1537172714304,5,0.0918836749175488,14,1759,0
11587.697222692677,2,0.1322474975944736,15,3621,0
2319.3215605960486,3,0.11900296369418906,11,730,0
1256.6683096738348,3,0.27734621193783227,14,2465,0
1570.0324020549815,7,0.4065093278337073,14,1852,0
190.35374149658114,5,0.07657613708995747,22,241,0
356.9728145811387,9,0.19504198020865451,22,187,0
89.03870251728874,4,0.18325504482302366,6,2721,0
6184.94810652166,2,0.16858552524545062,4,2954,0
5051.224808282248,1,0.2924414470678678,12,508,0
1624.2777366676687,2,0.2441129397065122,18,3136,0
1255.281467214038,1,0.1806340317832218,1,255,0
232.3883739055464,0,0.27288345538540176,14,330,0
880.6850228884556,4,0.565985138206824,9,3112,0
6583.961391846557,3,0.16630557231562917,23,2056,0
1250.6466270671779,2,0.13494072229668996,15,1292,0
623.502973271595,4,0.14671419862162943,6,1150,0
189.0344625546407,5,0.01587880859460695,21,3388,0
4360.34179984739,4,0.26921719159313273,21,1249,0
1022.4082971665599,4,0.2106740329898536,8,1344,0
189.28733406201818,1,0.07538125036970111,4,795,0
435.1689375712968,3,0.5086339398430585,2,2541,0
305.65651841249087,2,0.2923270398596302,16,1447,0
961.2711030029238,4,0.06424530176710486,0,3074,0
1349.2969656652924,4,0.26660840074190933,16,3167,0
663.0052679110393,5,0.25534262747532355,0,2423,0
2385.2198908332493,5,0.22884208567198758,11,2282,0
1186.5464697038713,0,0.12182847268678472,22,799,0
3172.6179737746324,2,0.13361565664634287,9,3641,0
767.244804522403,2,0.09063723608796966,8,3433,0
23047.799834677015,4,0.04990322235635422,23,1451,0
623.6013340953605,3,0.10609290698272965,11,3178,0
444.37553666606726,3,0.26823325412382765,17,2719,0
392.956708732317,1,0.18798833508958612,23,500,0
888.0777304445706,3,0.2733726152193093,18,503,0
196.4609942644727,3,0.21797334344712652,5,1393,0
1472.2731469010657,4,0.0932199081522229,18,1255,0
163.15427579266364,2,0.26687956945411623,9,1590,0
1289.0630608636493,4,0.15907491145147393,7,2086,0
283.9358282899603,2,0.09943225487849712,0,1833,0
748.9757396108232,2,0.193223710546977,4,2011,0
2007.2891298485204,5,0.19744556489009168,10,3424,0
23153.543161220543,10,0.4932277098607784,4,127,1
373.1570882909288,3,0.3070224894574568,4,3390,0
943.581319773534,1,0.4711358943685261,14,3307,0
531.7860917056599,3,0.07545269161413044,16,2973,0
459.49574304789013,4,0.25033849258957913,10,1964,0
536.4785983472608,5,0.12043344375050656,14,2104,0
2500.05116247513,4,0.19580457415934296,7,3294,0
673.133809822718,2,0.19401620288269397,3,1339,0
10397.41709746328,2,0.09870029012094449,3,9,0
1662.3362241613097,3,0.24607876281222746,18,2513,0
399.41035172112413,3,0.5259018124689548,5,3119,0
759.9820524885748,6,0.12923732069480834,10,2932,0
491.8397784801241,2,0.11198183331714273,7,504,0
2440.7695378937065,5,0.22406830309949982,18,2731,0
212.98470240485412,0,0.15178407702842528,15,2156,0
286.87558486682457,7,0.14448847152280067,2,244,0
606.9545314491972,2,0.20633483678211667,15,2410,0
2171.0078661117827,1,0.33228158941813923,17,1734,0
3763.33298088655,3,0.10139822999593186,17,3316,0
4361.37298144707,6,0.1254625239900548,14,3397,0
1862.7357509738813,3,0.2529949695748121,17,1110,0
1009.3990811797529,6,0.02732233805506341,0,291,0
2427.520906080538,2,0.1048895991945451,17,898,0
349.1492155572824,3,0.07142558034544,18,3338,0
173.35521892813242,5,0.09952545975408895,1,3229,0
1697.0344705815796,1,0.284751566767922,22,52,0
401.1444483837586,0,0.2548494735373632,15,1288,0
1027.3040964822846,4,0.2696817147444234,20,1499,0
1235.9893430749435,5,0.26071286011727257,21,2689,0
1405.459478377114,7,0.04468869900109321,0,266,0
2801.167401907299,3,0.41832351822446234,23,214,0
2520.1537443111333,3,0.3654184237425369,16,1644,0
1332.7504151048036,2,0.10958255925725473,0,165,0
704.8497922903639,4,0.32253281600207134,0,396,0
1221.4110755677473,4,0.04386051549751927,9,2856,0
604.1301067867668,3,0.2449537583233948,6,3193,0
901.0593061190818,2,0.15183225197786152,6,76,0
15035.56123932724,1,0.4109094926170392,17,3156,0
1315.78628447708,1,0.2200184964285127,4,1209,0
1720.284592777579,2,0.4628415081417471,22,172,0
541.5954664866177,4,0.174535670871469,16,657,0
3041.4006135219443,9,0.3339830787670636,21,1370,0
2345.5434974543427,0,0.05028804109628949,9,2320,0
2362.2091830168183,1,0.19582174964748467,15,1242,0
2091.1389326484195,11,0.9266793117784862,19,21,1
3084.639567890125,4,0.1450155428384156,6,1798,0
13869.123495393917,14,0.7283139234161059,16,36,1
1455.4914943209978,4,0.26136539155840965,21,794,0
977.8806628850774,5,0.32147471893255986,8,3151,0
2682.678434057835,5,0.30469089825939993,12,1483,0
444.02225872548763,4,0.11289210397038826,3,76,0
534.8785540677425,4,0.1062760450888887,20,3370,0
1039.7126512829532,2,0.03205211781859542,2,757,0
192.22045790063157,6,0.36317751634319256,9,1298,0
2508.888921996163,3,0.3124309099233256,8,2233,0
418.6712947064873,2,0.09306390274835609,11,1210,0
684.3770295125393,1,0.08249406779137894,9,313,0
886.0030599969051,4,0.3167490458450272,8,861,0
1140.5738838075504,1,0.18036891648986342,2,2686,0
777.7045712376471,3,0.1726192941340746,22,2386,0
1025.185604529453,4,0.2073006409215241,11,2985,0
1033.1548567462223,2,0.3404501898480499,8,1609,0
701.3233444424146,4,0.15820474302536358,19,3472,0
822.3298229410674,10,0.6607095512074813,3,784,1
3233.9963915648054,1,0.1658255484920389,6,3021,0
133.69944028288745,4,0.21280562821714916,21,889,0
892.730586930197,4,0.1315185989584023,1,2852,0
686.1529267105493,2,0.16157238582493075,16,2654,0
2634.9206608169184,3,0.45301065671977814,21,792,1
256.1356542332188,3,0.2396410613683397,3,646,0
665.2844268455598,3,0.44815964305354367,7,112,0
989.9359717233968,0,0.1906299407657368,10,3426,0
3197.3371775893265,3,0.06548133458513168,8,1795,0
1528.718324313306,2,0.43834461980373884,1,2074,0
335.79867174159597,1,0.07115615006349449,2,2722,0
673.523765155658,3,0.32583005511241997,23,2044,0
2659.9200705548674,1,0.17409849222184406,14,300,0
330.0437211694321,2,0.2873492629701761,16,2029,0
1013.6933595156031,3,0.4715860498270188,16,3388,0
1086.6768398497275,0,0.13472175551143048,10,283,0
745.6206360389436,2,0.14983272106191564,6,2039,0
16248.433494927403,1,0.13414757154561693,21,3293,0
725.7956784352581,1,0.5177399792298077,8,910,0
1719.4592990491797,4,0.2318480964195403,5,1412,0
509.6370877559239,3,0.08354034925627105,22,2894,0
1858.914495919154,0,0.17592742105971404,2,527,0
2619.62798666715,6,0.1268544467975456,13,540,0
609.1325910180122,3,0.07608587675450428,8,1753,0
1038.2565433530733,1,0.3994752737472304,19,63,0
447.9672961607178,3,0.3216534928732728,10,1281,0
349.1830167164466,3,0.033554397307278425,8,1052,0
3092.686570689977,2,0.16223784408289937,6,2341,0
630.1759424438645,5,0.1330892793965123,7,2292,0
98.13927777373063,4,0.08983756514872941,22,24,0
6408.343912141108,3,0.1013238114854192,3,2568,0
491.71765358574027,0,0.024282382296382778,0,1350,0
857.162020583153,2,0.09624528611670713,5,1118,0
5658.456922503219,4,0.06776810011240735,19,2067,0
951.7076581076187,3,0.1422595064286571,11,2,0
931.3763122377429,5,0.12252454188301184,15,2837,0
321.1238760707029,3,0.2269974332112274,6,2168,0
213.82679119933962,3,0.3654645171598965,20,89,0
928.540255629044,1,0.09933387235062655,7,1842,0
1576.259279089138,9,0.13544137018122,16,3157,0
1488.501827514353,3,0.3145671452602889,13,1688,0
1018.5223615727228,6,0.4289704567809701,16,468,1
1119.0750773866657,5,0.26431746413124857,17,2124,0
174.65105373984068,5,0.3488728023183933,12,156,0
1737.438221256555,3,0.2459206939520199,23,1355,0
1288.7214022316534,3,0.07114347950578354,8,862,0
7892.4421777893,4,0.5209507670142312,1,3340,0
1104.866338971784,2,0.28001353519601374,17,58,0
427.23347679243733,7,0.2241871484733935,9,3242,0
1042.3956637298281,2,0.44190018124146924,11,1927,0
790.1321421236213,5,0.21703219120971567,8,2020,0
4187.38499499677,3,0.05729451336439742,7,756,1
1126.5239967928642,2,0.06218658952553988,6,1136,0
311.08099082889845,5,0.12275248868883576,21,6,0
213.63238522299363,3,0.11187994542383523,2,756,0
1426.3987677108712,6,0.27020178554387214,22,399,0
4372.606402481267,1,0.3176530501203818,5,1965,0
1187.1940778321207,1,0.047764238378815965,6,2593,0
2473.2722586499226,3,0.10144272391725674,7,2656,0
3019.3871345752596,3,0.07696826452836165,17,178,0
1431.9491624308953,6,0.2668536009405715,12,1843,0
485.6598647639485,0,0.07205707722662456,13,2768,0
1333.1609892882477,2,0.2714507258719039,0,3446,0
3666.7936253208954,4,0.20594695196022333,3,2926,0
1862.901597072774,2,0.3126103107815252,12,1095,0
2317.502422689453,2,0.14985277238207428,17,417,0
690.5260913522537,3,0.1132677148374498,22,721,0
895.7364600075491,1,0.19493268219170393,9,2611,0
973.8649987919944,3,0.11474254355682964,19,2324,0
1041.7549245312375,5,0.0983158349260849,2,3366,0
3526.137351145423,3,0.27220577625665343,15,1249,0
104.88098925447143,3,0.33593713769255984,11,3486,0
1130.6390745963479,4,0.12881710050649114,12,1556,0
1012.8299518914289,2,0.020673694368424235,22,2034,0
278.24412019447976,1,0.09994450097099303,10,2967,0
2146.8720827783195,0,0.21982842872459832,1,16,0
531.3919093527743,2,0.0835208918147901,6,888,0
767.3686698723669,1,0.14728974950353174,1,1714,0
6965.898693001186,6,0.17539386569847648,14,2109,0
3010.837774873895,2,0.2930346807042307,15,2617,0
1947.8606352137438,2,0.19096640996777428,11,3282,0
1604.8361363893177,1,0.02328525545458707,17,1027,0
930.1259225330625,2,0.1355057833290625,18,819,0
8098.039427460189,7,0.13100164028663788,22,2402,0
2445.8980410874597,3,0.29790565409917724,7,2587,0
518.2460274832736,3,0.03296072515873249,6,2716,0
270.39875010958923,5,0.22717882056291552,5,1710,0
1933.0184076232006,2,0.17142253741581187,18,2530,0
1037.045278370496,1,0.2031168618309958,18,1378,0
262.71290843952056,4,0.1715622980764464,2,1062,0
1683.4258049254556,6,0.4928482371020552,13,1088,0
837.962072313285,1,0.08214967942810232,5,3375,0
1864.3447419211511,0,0.24168515214018851,18,1149,0
1705.7159516685492,3,0.25820197097379516,11,569,0
596.8918722360983,3,0.06375138043384501,19,2565,0
2064.91587160878,4,0.029420448154533606,13,400,0
666.5365103679026,2,0.49823838248900965,13,2310,0
711.3169612073104,1,0.12781074945520304,8,503,0
644.019234811873,8,0.03975355148226108,11,32,0
3398.1091644552644,5,0.03823826995756791,15,1810,0
828.3432419846989,2,0.022589181357919492,23,2135,0
4326.1928316433105,7,0.47761749665060144,5,1099,0
6525.578388556905,3,0.35848755197235127,20,2397,0
523.889541347963,2,0.20215835882326444,11,1683,0
59.08663078103608,2,0.2393315570911408,16,2292,0
3116.6361535792594,7,0.14524739983777024,3,1812,0
779.0132873364565,4,0.07922531318541433,13,1970,0
461.19160553219206,4,0.239974411653668,6,492,0
608.6734359055667,4,0.056753064604651036,3,594,0
724.2858816710994,1,0.040551760397606246,22,236,0
4012.593585653927,3,0.18838593673293755,0,1657,0
1286.7967108824648,2,0.22697722673662218,21,1700,0
3958.413648230343,5,0.04494713229565374,18,943,0
1797.6222875152644,4,0.14209711442651943,0,3451,0
804.941236042867,2,0.5477780617787766,4,886,0
742.2178487621171,4,0.10058730102970978,10,625,0
1922.9365519709934,4,0.24709648217716346,13,2165,0
2490.965410389841,3,0.5780515399522964,5,1106,0
2971.412433842234,5,0.1751550952743609,14,602,0
844.2608312554597,5,0.011489175914724951,14,3240,0
1306.6290512645169,3,0.13622306130068104,16,1334,0
7362.179164128676,8,0.47821908596349777,7,326,1
1036.3664428390973,9,0.7434893764786003,12,735,1
352.5032937559689,6,0.359689782448418,16,2029,0
489.66864776021015,2,0.5313855947698232,19,2796,0
861.7494416336118,0,0.31139233177337694,22,2996,0
2126.445614451314,1,0.18747424746198452,9,3235,0
3862.143022486257,4,0.18854224231374273,20,1742,0
282.5774836158787,2,0.14600958638120018,2,2958,0
603.4450511305304,3,0.366613349437407,6,2563,0
766.7321348889553,3,0.06551798874383086,20,555,0
2427.7423546198647,1,0.24836644882955602,16,1707,0
